"Data de referência dos dados: 01 de outubro de 2020","","","","","","","","","","","","","","","","","","","",""
"Empreendimento","CEG","UF","Fonte","Fase","Origem","Tipo","Tipo de Atuação","Combustível Final","Entrada em Operação","Potência Outorgada (kW)","Potência Fiscalizada (kW)","Garantia Fisica (kW)","Geracao Qualificada","Latitude (GMS)","Longitude (GMS)","Início Vigência","Fim Vigência","Proprietário / Regime de Exploração","Cod e Descrição Sub-Bacia","Município (s)"
"Santo Anastácio","EOLCVPI031690-3","PI","EOL","Construção","Eólica","Cinética do vento","Autorização","Cinética do vento","-","29,700.00","0","0","Não","7°23'21,38""S","40°35'24,61""W","21-07-2014","21-07-2049","100% para Central Eólica Cruzeiro Ltda (PIE)","","Caldeirão Grande do Piauí - PI"
"Santo Ângelo","UTEAIMG029116-1","MG","UTE","Operação","Biomassa","Agroindustriais","Autorização","Bagaço de Cana de Açúcar","02/09/2014","40,000.00","40000","15100","Não","19°54'30,618""S","48°41'47,897""W","07-04-2004","07-04-2034","100% para USINA SANTO ÂNGELO LTDA (APE)","","Pirajuba - MG"
"Santo Antônio","UTEFLPA030366-6","PA","UTE","Operação","Biomassa","Floresta","Registro","Resíduos Florestais","30/05/2010","60.00","60","0","Não","1°41'26,653""S","50°28'51,222""W","","","100% para Cooperativa de desenvolvimento Sustentável Santo Antônio do rio Ituquiara (REG)","","Breves - PA"
"Santo Antônio","UTEAISP027924-2","SP","UTE","Operação","Biomassa","Agroindustriais","Registro","Bagaço de Cana de Açúcar","26/11/1999","1,160.00","1160","0","Não","22°43'25,399""S","47°38'48,646""W","","","100% para Usina Santo Antônio S.A  Açúcar e Álcool (REG)","","Piracicaba - SP"
"Santo Antônio","UTEAISP028344-4","SP","UTE","Operação","Biomassa","Agroindustriais","Autorização","Bagaço de Cana de Açúcar","01/01/1990","23,000.00","23000","8100","Não","21° 7' 13,008"" S","47° 57' 38,988"" W","02-10-2001","02-10-2031","100% para Usina Santo Antônio S.A (PIE)","","Sertãozinho - SP"
"Santo Antônio","EOLCVSC029053-0","SC","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","08/07/2011","3,000.00","3000","540","Não","28°27'18,46""S","49°35'54,31""W","28-01-2004","28-01-2034","100% para Santo Antônio Energia Eólica S.A. (PIE)","","Bom Jardim da Serra - SC"
"Santo Antônio","CGHPHRS029050-5","RS","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/10/2005","4,500.00","4500","0","Não","27°43'50""S","54°24'20""W","","","100% para Cooperativa de Geração de Energia e Desenvolvimento (REG)","74 - Uruguai, Varzea, Turvo e outros","Santa Rosa - RS, Três de Maio - RS"
"Santo Antônio","PCHPHRJ029728-3","RJ","PCH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","04/02/2012","8,000.00","8000","4810","Não","-1","-1","14-07-2008","14-07-2038","100% para GERAÇÃO HIDROELÉTRICA RIO GRANDE S.A. (PIE)","","Bom Jardim - RJ"
"Santo Antônio","UHEPHRO029707-0","RO","UHE","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","30/03/2012","3,568,000.00","3568000","2328100","Não","-1","-1","13-06-2008","13-06-2043","100% para SANTO ANTÔNIO ENERGIA S.A. (PIE)","","Porto Velho - RO"
"Santo Antônio","CGHPHSC040764-0","SC","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/08/2018","1,008.00","1008","0","Não","26°25'10,95""S","49°20'5,99""W","","","100% para SANTO ANTONIO GERACAO DE ENERGIA LTDA. (REG)","82 - Cachoeira, Sao Joao e outros","Corupá - SC"
"Santo Antônio","CGHPHMG030674-6","MG","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/07/1950","800.00","800","0","Não","19°54'53""S","47°29'40""W","","","100% para USINA MENDONÇA AGROINDUSTRIAL E COMERCIAL LTDA (REG)","61 - Grande","Sacramento - MG"
"Santo Antônio De Casca","CGHPHRS038225-6","RS","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/09/2017","990.00","990","560","Não","28°31'13,1""S","51°54'30,9""W","","","100% para SANTO ANTONIO GERACAO DE ENERGIA LTDA (REG)","86 - Taquari","Casca - RS"
"Santo Antônio de Pádua","EOLCVCE030916-8","CE","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","11/11/2014","14,000.00","14000","5700","Não","3°16'23,726""S","39°13'28,692""W","12-07-2012","12-07-2047","100% para Central Eólica Santo Antônio de Pádua S.A. (PIE)","","Trairi - CE"
"Santo Antônio do Caiapó","PCHPHGO029119-6","GO","PCH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","22/12/2012","30,000.00","30000","15900","Não","-1","-1","22-04-2004","22-04-2034","100% para Rialma Companhia Energética IV S.A (PIE)","","Arenópolis - GO, Ivolândia - GO, Palestina de Goiás - GO"
"Santo Antônio do Içá","UTEPEAM026795-3","AM","UTE","Operação","Fóssil","Petróleo","Autorização","Óleo Diesel","01/09/2002","5,020.00","3020","0","Não","3°6'21,3""S","67°56'47,2""W","19-08-2016","19-08-2051","100% para AMAZONAS ENERGIA S.A (SP)","","Santo Antônio do Içá - AM"
"Santo Antônio do Içá - CGA","UTEPEAM035835-5","AM","UTE","Construção não iniciada","Fóssil","Petróleo","Autorização","Óleo Diesel","-","4,928.00","0","0","Não","3°3'3,672""S","69°5'17,52""W","19-08-2016","19-08-2051","100% para AGGREKO ENERGIA LOCAÇÃO DE GERADORES LTDA. (PIE)","","Santo Antônio do Içá - AM"
"Santo Antônio do Jacuí","PCHPHRS037468-7","RS","PCH","Construção não iniciada","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","-","5,200.00","0","2760","Não","28°39'21,07""S","52°42'14,65""W","15-06-2020","15-06-2055","100% para COPREL COOPERATIVA DE GERAÇÃO DE ENERGIA E DESENVOLVIMENTO (PIE)","85 - Alto Jacui","Mormaço - RS, Victor Graeff - RS"
"Santo Antônio do Jari","UHEPHAP026792-9","AP","UHE","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","17/09/2014","392,950.00","392950","0","Não","0°39'0""S","52°31'0""W","01-12-2011","31-12-2044","100% para COMPANHIA ENERGÉTICA DO JARI (PIE)","19 - Amazonas, entre o rio Xingu e a foz","Almeirim - PA, Laranjal do Jari - AP"
"Santo Antônio do Rio do Freire","CGHPHMG036936-5","MG","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/04/1952","1,616.00","1616","0","Não","-1","-1","","","100% para Puiatti &amp Filhos Comércio e Indústria Ltda (REG)","","Barroso - MG"
"Santo Cristo","EOLCVRN030849-8","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","17/06/2017","27,000.00","27000","15300","Não","5°8'7,962""S","35°37'14,341""W","18-04-2012","18-04-2042","100% para USINA DE ENERGIA EOLICA SANTO CRISTO SPE S.A (PIE)","","Touros - RN"
"Santo Inácio III","EOLCVCE035217-9","CE","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","05/12/2017","29,400.00","29400","13600","Não","4°45'55,495""S","37°17'31,31""W","13-06-2016","13-06-2051","100% para CENTRAL EOLICA SANTO INACIO III S.A. (PIE)","","Icapuí - CE"
"Santo Inácio IV","EOLCVCE031866-3","CE","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","05/12/2017","23,100.00","23100","10700","Não","4°44'44,974""S","37°18'32,552""W","13-06-2016","13-06-2051","100% para CENTRAL EOLICA SANTO INACIO IV S.A. (PIE)","","Icapuí - CE"
"Santo Tessaro","CGHPHSC031429-3","SC","CGH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","01/04/2014","1,000.00","1000","640","Não","27°6'26,289""S","51°12'3,952""W","15-03-2017","15-03-2052","100% para C2LG Geração de Energia Ltda. (PIE)","72 - Uruguai, Inhanduva, Peixe e outros","Tangará - SC"
"SANTOS E POSSA","UTEPERS032202-4","RS","UTE","Operação","Fóssil","Petróleo","Registro","Óleo Diesel","22/01/2015","2.60","2.6","0","Não","29°11'30""S","54°52'2""W","","","100% para João Batista dos Santos (REG)","","Santiago - RS"
"São Bartolomeu","PCHPHGO035111-3","GO","PCH","Construção não iniciada","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","-","12,000.00","0","6490","Não","16°28'52,57""S","47°46'33,03""W","17-07-2017","17-07-2052","100% para SÃO BARTOLOMEU GERADORA DE ENERGIA RENOVÁVEL S.A. (PIE)","60 - Paranaiba","Luziânia - GO"
"São Basílio","EOLCVPI031689-0","PI","EOL","Construção","Eólica","Cinética do vento","Autorização","Cinética do vento","-","29,700.00","0","0","Não","7°23'15,55""S","40°34'28,98""W","21-07-2014","21-07-2044","100% para Central Eólica Danúbio Ltda (PIE)","","Caldeirão Grande do Piauí - PI"
"São Bento","CGHPHGO028589-7","GO","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/09/1993","622.40","622.4","0","Não","-1","-1","","","100% para Agrotec Empreendimentos Agropecuários Ltda (REG)","","Catalão - GO"
"São Bento do Norte I","EOLCVRN033640-8","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","31/01/2019","23,100.00","23100","10100","Não","5° 7' 38.628"" S","35° 55' 57.381"" W","04-08-2015","04-08-2050","100% para CENTRAL GERADORA EÓLICA SÃO BENTO DO NORTE I S/A (PIE)","","São Bento do Norte - RN"
"São Bento do Norte II","EOLCVRN033642-4","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","29/01/2019","23,100.00","23100","10800","Não","5°8'47,828""S","35°56'10,407""W","04-08-2015","04-08-2050","100% para CENTRAL GERADORA EÓLICA SÃO BENTO DO NORTE II S/A (PIE)","","São Bento do Norte - RN"
"São Bento do Norte III","EOLCVRN033643-2","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","09/04/2019","23,100.00","23100","10200","Não","36°1'50,478""W","5°4'27,508""S","04-08-2015","04-08-2050","100% para CENTRAL GERADORA EÓLICA SÃO BENTO DO NORTE III S/A (PIE)","","São Bento do Norte - RN"
"São Bernardo","PCHPHRS028431-9","RS","PCH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","05/08/2006","15,000.00","15000","8140","Não","-1","-1","27-12-2001","27-12-2031","100% para C.J. ENERGÉTICA S.A. (PIE)","","Barracão - RS, Esmeralda - RS"
"São Bernardo","PCHPHMG026798-8","MG","PCH","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","01/01/1948","6,820.00","6820","3420","Não","22°36'3""S","45°32'50,938""W","20-08-2005","19-08-2025","100% para CEMIG GERAÇÃO E TRANSMISSÃO S.A (PIE)","61 - Grande","Piranguçu - MG"
"SÃO BERNARDO PLAZA","UTEPESP032788-3","SP","UTE","Operação","Fóssil","Petróleo","Registro","Óleo Diesel","01/11/2012","1,351.20","1351.2","0","Não","23°43'23""S","46°32'36""W","","","100% para Consorcio Empreendedor do São Bernardo Plaza Shopping (REG)","","São Bernardo do Campo - SP"
"São Borja","UTEAIRS029583-3","RS","UTE","Operação","Biomassa","Agroindustriais","Autorização","Casca de Arroz","25/11/2011","12,500.00","12500","2200","Não","28° 40' 30,000"" S","55° 55' 27,000"" W","06-06-2007","06-06-2037","100% para UTE IGUACU BORJA ENERGETICA LTDA (PIE)","","São Borja - RS"
"São Camilo","UTEPEPA031375-0","PA","UTE","Operação","Fóssil","Petróleo","Registro","Óleo Diesel","22/02/2014","192.00","192","0","Não","1°21'56""S","48°22'20""W","","","100% para SOCIEDADE BENEFICENTE SAO CAMILO (REG)","","Ananindeua - PA"
"São Carlos","CGHPHMT030128-0","MT","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/09/2005","220.00","220","0","Não","-1","-1","","","100% para Ivo Luiz Ruaro (REG)","","Gaúcha do Norte - MT"
"São Carlos","PCHPHSC033762-5","SC","PCH","Construção não iniciada","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","-","15,200.10","0","0","Não","27°18'10,49""S","51°34'22,47""W","12-06-2018","12-06-2053","100% para SÃO CARLOS ENERGIA S.A (PIE)","72 - Uruguai, Inhanduva, Peixe e outros","Campos Novos - SC, Lacerdópolis - SC"
"São Carlos – BBF RO","UTEPERO034422-2","RO","UTE","Operação","Fóssil","Petróleo","Autorização","Óleo Diesel","25/06/2019","1,682.00","1682","0","Não","8° 26' 6,000"" S","63° 29' 45,000"" W","13-08-2015","13-08-2045","87% para AMAZONBIO - INDÚSTRIA E COMÉRCIO DE BIODIESEL DA AMAZÔNIA LTDA. (PIE) 13% para BRASIL BIO FUELS S.A. (PIE)","","Porto Velho - RO"
"São Clemente","EOLCVCE030927-3","CE","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","30/05/2020","21,000.00","21000","10200","Não","4° 25' 27.395"" S","37° 52' 46.795"" W","26-07-2012","26-07-2047","100% para ENERGIA DOS VENTOS VIII S.A (PIE)","","Fortim - CE"
"São Cristovão","EOLCVCE030912-5","CE","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","11/11/2014","26,000.00","26000","13300","Não","3° 15' 37,067"" S","39° 14' 54,034"" W","11-07-2012","11-07-2047","100% para Central Eólica São Cristóvão S.A (PIE)","","Trairi - CE"
"São Domingos","UTEAISP027867-0","SP","UTE","Operação","Biomassa","Agroindustriais","Autorização","Bagaço de Cana de Açúcar","01/01/1990","12,000.00","12000","1800","Não","21° 5' 53,909"" S","49° 1' 13,843"" W","04-05-2000","04-05-2030","100% para Usina São Domingos - Açúcar e Álcool S.A (PIE)","","Catanduva - SP"
"São Domingos","EOLCVRN032215-6","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","27/08/2016","25,200.00","25200","13400","Não","5°12'25,7""S","35°49'23,6""W","10-03-2015","10-03-2045","100% para São Domingos Energias Renováveis S.A. (PIE)","","São Miguel do Gostoso - RN"
"São Domingos","UHEPHGO027665-0","GO","UHE","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","01/01/1991","12,000.00","14336","7200","Não","-1","-1","22-05-1981","24-05-2011","100% para CELG GERAÇÃO E TRANSMISSÃO S.A. (SP)","","São Domingos - GO"
"São Domingos","UHEPHMS028761-0","MS","UHE","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","14/06/2013","48,000.00","48000","36900","Não","20°3'35,114""S","53°10'49,336""W","11-12-2002","11-12-2037","100% para COMPANHIA DE GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL (PIE)","63 - Parana, Verde , Peixe, e outros","Água Clara - MS, Ribas do Rio Pardo - MS"
"São Domingos","CGHPHSC029511-6","SC","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","13/06/1974","180.00","180","0","Não","-1","-1","","","100% para FAERBER GERACAO S.A. (REG)","","Porto União - SC"
"São Domingos","CGHPHSC037229-3","SC","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","01/08/2016","1,000.00","1000","0","Não","-1","-1","","","100% para São Domingos Geração de Energias Renovaveis LTDA (REG)","","São Domingos - SC"
"São Domingos (Torixoréo)","PCHPHMT002862-2","MT","PCH","Operação","Hídrica","Potencial hidráulico","Concessão","Potencial hidráulico","","2,400.00","2400","650","Não","-1","-1","10-12-1997","10-12-2027","100% para PRIMAVERA ENERGIA S.A. (PIE)","","Torixoréu - MT"
"São Domingos Do Prata","CGHPHRS045162-2","RS","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","15/08/2020","2,205.00","2205","0","Não","-1","-1","","","100% para Usina São Domingos do Prata LTDA (REG)","","Vista Alegre do Prata - RS"
"São Domingos II","PCHPHGO028388-6","GO","PCH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","07/05/2009","24,660.00","24660","19080","Não","13°24'44,023""S","46°22'47""W","27-11-2001","27-11-2031","100% para SANTA CRUZ POWER CORPORATION USINAS HIDROELÉTRICAS S.A (PIE)","21 - Tocantins, entre os rios Preto e Parana","São Domingos - GO"
"São Felício","EOLCVCE032401-9","CE","EOL","Construção não iniciada","Eólica","Cinética do vento","Autorização","Cinética do vento","-","24,000.00","0","0","Não","4° 50' 45,282"" S","37° 23' 45,968"" W","19-06-2020","19-06-2055","100% para Central Eólica São Felício S.A. (PIE)","","Aracati - CE"
"São Felix","EOLCVPI031688-1","PI","EOL","Construção","Eólica","Cinética do vento","Autorização","Cinética do vento","-","29,700.00","0","13400","Não","7°22'32,707""S","40°33'5,473""W","21-07-2014","21-07-2044","100% para Central Eólica Florenz Ltda. (PIE)","","Caldeirão Grande do Piauí - PI"
"São Fernando 1","EOLCVRN037073-8","RN","EOL","Operação","Eólica","Cinética do vento","Autorização","Cinética do vento","03/10/2020","76,230.00","76230","37200","Não","5° 10' 36,906"" S","36° 0' 40,640"" W","26-12-2018","26-12-2053","100% para VENTOS DE SÃO FERNANDO I ENERGIA S.A (PIE)","","São Bento do Norte - RN"
"São Fernando 2","EOLCVRN037075-4","RN","EOL","Construção","Eólica","Cinética do vento","Autorização","Cinética do vento","-","72,765.00","0","0","Não","5° 10' 48,291"" S","36° 1' 43,164"" W","13-02-2019","13-02-2054","100% para VENTOS DE SÃO FERNANDO II ENERGIA S.A. (PIE)","","São Bento do Norte - RN"
"São Fernando 3","EOLCVRN037076-2","RN","EOL","Construção","Eólica","Cinética do vento","Autorização","Cinética do vento","-","24,255.00","0","0","Não","5° 9' 10,595"" S","36° 2' 31,856"" W","30-01-2020","30-01-2055","100% para VENTOS DE SÃO FERNANDO III ENERGIA S.A (PIE)","","São Bento do Norte - RN"
"São Fernando 4","EOLCVRN037077-0","RN","EOL","Construção não iniciada","Eólica","Cinética do vento","Autorização","Cinética do vento","-","83,160.00","0","0","Não","5° 7' 43,815"" S","36° 0' 54,095"" W","05-06-2020","05-06-2055","100% para VENTOS DE SÃO FERNANDO IV ENERGIA S.A. (PIE)","","São Bento do Norte - RN"
"São Francisco","UTEAISP028178-6","SP","UTE","Operação","Biomassa","Agroindustriais","Registro","Bagaço de Cana de Açúcar","01/01/1986","4,200.00","4200","0","Não","23°4'14,7""S","47°22'14,268""W","","","100% para RAÍZEN ENERGIA S.A (REG)","","Elias Fausto - SP"
"São Francisco","UTEAISP027335-0","SP","UTE","Operação","Biomassa","Agroindustriais","Autorização","Bagaço de Cana de Açúcar","01/01/1987","25,200.00","25200","8100","Não","21° 8' 10,680"" S","48° 3' 40,572"" W","16-11-2005","02-10-2031","100% para Usina São Francisco S.A. (PIE)","","Sertãozinho - SP"
"São Francisco","UTEPERR027144-6","RR","UTE","Operação","Fóssil","Petróleo","Registro","Óleo Diesel","01/09/2003","320.00","320","0","Não","3°21'1,04""N","59°52'40,825""W","","","100% para Companhia Energética de Roraima (REG)","","Bonfim - RR"
"São Francisco","CGHPHSC032561-9","SC","CGH","Operação","Hídrica","Potencial hidráulico","Registro","Potencial hidráulico","31/10/1953","460.00","460","0","Não","-1","-1","","","100% para FRANCISCO LINDNER S A INDUSTRIA E COMERCIO (REG)","","Joaçaba - SC, Luzerna - SC"
"São Francisco","PCHPHPR028747-4","PR","PCH","Operação","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","30/11/2010","14,000.00","14000","8210","Não","-1","-1","28-05-2018","10-05-2037","100% para Gênesis Energética S.A. (PIE)","","Ouro Verde do Oeste - PR, Toledo - PR"
"São Francisco","PCHPHSP031126-0","SP","PCH","Construção não iniciada","Hídrica","Potencial hidráulico","Autorização","Potencial hidráulico","-","6,790.00","0","0","Não","-1","-1","03-06-2013","03-06-2043","100% para SF PRODUÇÃO DE ENERGIA ELÉTRICA LTDA (PIE)","","Iaras - SP"
